UserID,Umur,Gender,Daerah,Kategori
U0765,55,P,Bogor,Otomotif
U0766,17,P,Manado,Game
U0767,31,L,Denpasar,Game
U0768,27,L,Malang,Film
U0769,53,P,Semarang,Travel
U0770,24,L,Pontianak,Teknologi
U0771,19,P,Jakarta,Olahraga
U0772,80,P,Makassar,Film
U0773,62,P,Denpasar,Edukasi
U0774,64,P,Yogyakarta,Game
U0775,64,L,Makassar,Game
U0776,68,P,Balikpapan,Travel
U0777,55,P,Pontianak,Teknologi
U0778,44,L,Bekasi,Travel
U0779,49,P,Bandung,Game
U0780,23,L,Depok,Game
U0781,69,P,Tangerang,Edukasi
U0782,36,L,Palembang,Kuliner
U0783,53,L,Yogyakarta,Travel
U0784,76,L,Batam,Otomotif
U0785,44,L,Semarang,Kuliner
U0786,54,P,Pontianak,Olahraga
U0787,29,L,Semarang,Film
U0788,22,L,Samarinda,Fashion
U0789,69,P,Samarinda,Otomotif
U0790,33,P,Samarinda,Otomotif
U0791,76,L,Manado,Game
U0792,75,P,Malang,Teknologi
U0793,71,P,Padang,Musik
U0794,51,L,Bekasi,Olahraga
U0795,21,L,Tangerang,Olahraga
U0796,44,P,Bandung,Olahraga
U0797,44,L,Depok,Otomotif
U0798,80,L,Malang,Otomotif
U0799,22,P,Samarinda,Musik
U0800,75,P,Bandung,Kuliner
U0801,27,L,Bandung,Kuliner
U0802,21,P,Balikpapan,Musik
U0803,37,L,Depok,Musik
U0804,32,P,Palembang,Game
U0805,35,L,Balikpapan,Musik
U0806,70,L,Yogyakarta,Teknologi
U0807,37,L,Batam,Film
U0808,36,L,Pontianak,Edukasi
U0809,68,P,Jakarta,Otomotif
U0810,35,P,Tangerang,Travel
U0811,46,P,Bekasi,Game
U0812,44,L,Medan,Travel
U0813,59,P,Jakarta,Musik
U0814,20,P,Palembang,Otomotif
U0815,17,L,Balikpapan,Fashion
U0816,79,L,Surabaya,Teknologi
U0817,42,P,Yogyakarta,Musik
U0818,66,L,Batam,Game
U0819,57,P,Makassar,Travel
U0820,53,L,Pontianak,Fashion
U0821,78,P,Malang,Game
U0822,48,P,Semarang,Fashion
U0823,80,P,Makassar,Teknologi
U0824,63,L,Denpasar,Olahraga
U0825,71,L,Tangerang,Travel
U0826,58,L,Depok,Teknologi
U0827,17,P,Jakarta,Musik
U0828,65,P,Denpasar,Film
U0829,70,L,Jakarta,Otomotif
U0830,57,L,Yogyakarta,Game
U0831,75,L,Bandung,Fashion
U0832,72,L,Padang,Fashion
U0833,24,L,Palembang,Fashion
U0834,52,P,Batam,Game
U0835,59,L,Pontianak,Olahraga
U0836,60,L,Medan,Fashion
U0837,75,L,Surabaya,Film
U0838,26,L,Samarinda,Kuliner
U0839,62,P,Padang,Edukasi
U0840,76,L,Medan,Kuliner
U0841,53,P,Yogyakarta,Edukasi
U0842,30,P,Samarinda,Teknologi
U0843,75,L,Depok,Olahraga
U0844,27,L,Depok,Musik
U0845,52,P,Tangerang,Olahraga
U0846,33,L,Pontianak,Otomotif
U0847,58,L,Medan,Game
U0848,17,L,Surabaya,Edukasi
U0849,56,L,Samarinda,Musik
U0850,21,L,Tangerang,Travel
U0851,79,L,Malang,Otomotif
U0852,75,L,Padang,Travel
U0853,79,L,Medan,Game
U0854,43,L,Bandung,Kuliner
U0855,19,L,Bandung,Film
U0856,37,P,Yogyakarta,Kuliner
U0857,77,L,Padang,Edukasi
U0858,28,P,Manado,Kuliner
U0859,48,L,Samarinda,Kuliner
U0860,18,P,Bandung,Kuliner
U0861,45,L,Jakarta,Film
U0862,63,P,Tangerang,Fashion
U0863,50,L,Makassar,Musik
U0864,20,L,Surabaya,Fashion
U0865,51,L,Bogor,Otomotif
U0866,61,P,Jakarta,Travel
U0867,62,P,Makassar,Kuliner
U0868,31,L,Balikpapan,Olahraga
U0869,80,L,Medan,Travel
U0870,23,L,Bandung,Otomotif
U0871,36,P,Balikpapan,Otomotif
U0872,38,P,Padang,Film
U0873,79,L,Padang,Fashion
U0874,44,P,Jakarta,Fashion
U0875,37,P,Bandung,Olahraga
U0876,47,L,Samarinda,Fashion
U0877,60,L,Malang,Otomotif
U0878,72,L,Depok,Teknologi
U0879,24,P,Medan,Teknologi
U0880,71,P,Makassar,Travel
U0881,40,P,Samarinda,Film
U0882,46,L,Jakarta,Travel
U0883,59,L,Depok,Travel
U0884,58,L,Bekasi,Kuliner
U0885,46,P,Yogyakarta,Olahraga
U0886,52,L,Makassar,Kuliner
U0887,39,L,Samarinda,Edukasi
U0888,61,P,Bekasi,Fashion
U0889,20,L,Palembang,Travel
U0890,54,P,Manado,Game
U0891,42,P,Surabaya,Otomotif
U0892,47,P,Palembang,Otomotif
U0893,20,L,Malang,Fashion
U0894,53,L,Depok,Otomotif
U0895,65,P,Medan,Olahraga
U0896,75,L,Samarinda,Olahraga
U0897,56,L,Medan,Musik
U0898,47,L,Balikpapan,Teknologi
U0899,24,L,Pontianak,Film
U0900,47,L,Semarang,Fashion
U0901,42,P,Samarinda,Travel
U0902,74,L,Surabaya,Kuliner
U0903,74,P,Balikpapan,Fashion
U0904,66,P,Surabaya,Teknologi
U0905,32,L,Bogor,Film
U0906,69,L,Balikpapan,Musik
U0907,71,L,Jakarta,Olahraga
U0908,50,P,Palembang,Kuliner
U0909,56,P,Bogor,Musik
U0910,52,P,Padang,Game
U0911,21,L,Tangerang,Travel
U0912,51,P,Surabaya,Film
U0913,72,L,Tangerang,Olahraga
U0914,79,L,Bandung,Musik
U0915,67,P,Denpasar,Musik
U0916,40,L,Pontianak,Film
U0917,31,P,Malang,Olahraga
U0918,75,P,Denpasar,Travel
U0919,75,P,Bekasi,Film
U0920,61,P,Jakarta,Edukasi
U0921,52,L,Malang,Otomotif
U0922,17,P,Manado,Game
U0923,31,P,Medan,Otomotif
U0924,16,L,Bandung,Game
U0925,39,L,Manado,Edukasi
U0926,80,P,Malang,Olahraga
U0927,30,L,Bandung,Film
U0928,40,L,Palembang,Travel
U0929,67,P,Bekasi,Kuliner
U0930,25,P,Samarinda,Otomotif
U0931,61,P,Surabaya,Game
U0932,24,L,Depok,Teknologi
U0933,37,L,Malang,Fashion
U0934,49,L,Semarang,Otomotif
U0935,23,P,Yogyakarta,Musik
U0936,34,L,Denpasar,Travel
U0937,45,P,Padang,Kuliner
U0938,16,P,Batam,Travel
U0939,79,P,Bogor,Otomotif
U0940,62,L,Malang,Olahraga
U0941,20,P,Samarinda,Travel
U0942,51,L,Pontianak,Olahraga
U0943,66,L,Balikpapan,Teknologi
U0944,52,L,Manado,Kuliner
U0945,80,P,Depok,Kuliner
U0946,51,P,Balikpapan,Otomotif
U0947,36,L,Batam,Game
U0948,65,L,Bandung,Otomotif
U0949,19,L,Batam,Film
U0950,74,P,Malang,Travel
U0951,55,L,Batam,Travel
U0952,75,P,Surabaya,Travel
U0953,72,P,Bekasi,Olahraga
U0954,26,P,Yogyakarta,Fashion
U0955,22,L,Manado,Travel
U0956,47,P,Medan,Olahraga
U0957,35,L,Depok,Edukasi
U0958,33,L,Semarang,Travel
U0959,35,P,Bandung,Olahraga
U0960,62,P,Pontianak,Teknologi
U0961,16,L,Malang,Film
U0962,69,L,Malang,Travel
U0963,78,P,Balikpapan,Film
U0964,45,P,Bogor,Edukasi
U0965,48,L,Medan,Film
U0966,53,L,Samarinda,Olahraga
U0967,69,L,Makassar,Fashion
U0968,55,L,Balikpapan,Travel
U0969,47,L,Medan,Olahraga
U0970,65,P,Bogor,Olahraga
U0971,19,P,Jakarta,Edukasi
U0972,58,L,Batam,Film
U0973,17,P,Manado,Teknologi
U0974,34,P,Pontianak,Travel
U0975,35,P,Malang,Edukasi
U0976,74,L,Medan,Olahraga
U0977,55,P,Palembang,Olahraga
U0978,73,L,Samarinda,Teknologi
U0979,19,L,Samarinda,Edukasi
U0980,29,L,Tangerang,Film
U0981,70,L,Depok,Travel
U0982,45,P,Denpasar,Fashion
U0983,17,P,Bogor,Edukasi
U0984,63,P,Padang,Musik
U0985,76,P,Bogor,Edukasi
U0986,78,P,Padang,Travel
U0987,28,P,Padang,Travel
U0988,65,L,Samarinda,Musik
U0989,35,L,Tangerang,Fashion
U0990,50,L,Palembang,Travel
U0991,61,L,Depok,Kuliner
U0992,53,L,Bogor,Olahraga
U0993,55,L,Malang,Fashion
U0994,49,L,Pontianak,Edukasi
U0995,53,P,Jakarta,Fashion
U0996,26,L,Malang,Otomotif
U0997,28,L,Semarang,Teknologi
U0998,72,P,Yogyakarta,Teknologi
U0999,16,L,Yogyakarta,Edukasi
U1000,77,P,Palembang,Otomotif
U1001,26,P,Medan,Olahraga
U1002,48,L,Palembang,Edukasi
U1003,19,L,Depok,Fashion
U1004,57,L,Medan,Musik
U1005,57,L,Samarinda,Film
U1006,34,P,Bogor,Teknologi
U1007,32,P,Depok,Film
U1008,37,P,Depok,Teknologi
U1009,37,P,Denpasar,Edukasi
U1010,39,P,Balikpapan,Film
U1011,28,P,Makassar,Otomotif
U1012,60,L,Palembang,Travel
U1013,47,P,Palembang,Teknologi
U1014,67,P,Bogor,Kuliner
U1015,67,P,Bekasi,Game
U1016,21,L,Samarinda,Olahraga
U1017,42,P,Batam,Kuliner
U1018,78,L,Bogor,Otomotif
U1019,65,P,Batam,Teknologi
U1020,20,P,Manado,Game
U1021,30,P,Batam,Fashion
U1022,45,L,Surabaya,Musik
U1023,20,L,Depok,Musik
U1024,74,L,Bekasi,Game
U1025,39,P,Palembang,Game
U1026,44,P,Medan,Edukasi
U1027,37,L,Semarang,Edukasi
U1028,74,L,Tangerang,Fashion
U1029,71,P,Pontianak,Otomotif
U1030,30,L,Makassar,Game
U1031,69,L,Bandung,Film
U1032,25,P,Padang,Musik
U1033,55,L,Depok,Game
U1034,58,P,Malang,Kuliner
U1035,27,L,Semarang,Musik
U1036,78,L,Manado,Kuliner
U1037,60,P,Makassar,Teknologi
U1038,74,P,Batam,Musik
U1039,36,P,Semarang,Otomotif
U1040,49,P,Bekasi,Otomotif
U1041,77,P,Medan,Travel
U1042,47,P,Manado,Fashion
U1043,58,L,Medan,Teknologi
U1044,68,P,Padang,Teknologi
U1045,68,L,Samarinda,Game
U1046,75,L,Depok,Otomotif
U1047,48,L,Padang,Olahraga
U1048,41,P,Malang,Musik
U1049,75,P,Medan,Olahraga
U1050,38,P,Medan,Olahraga
U1051,68,P,Tangerang,Otomotif
U1052,57,L,Balikpapan,Film
U1053,75,L,Balikpapan,Kuliner
U1054,49,L,Jakarta,Musik
U1055,26,P,Denpasar,Kuliner
U1056,69,P,Medan,Kuliner
U1057,43,P,Manado,Olahraga
U1058,76,P,Padang,Musik
U1059,29,P,Depok,Otomotif
U1060,49,P,Palembang,Otomotif
U1061,63,P,Batam,Kuliner
U1062,26,P,Yogyakarta,Otomotif
U1063,33,L,Makassar,Game
U1064,72,P,Pontianak,Kuliner
U1065,50,P,Medan,Musik
U1066,47,L,Denpasar,Fashion
U1067,31,L,Jakarta,Edukasi
U1068,62,L,Pontianak,Film
U1069,35,P,Bandung,Otomotif
U1070,57,L,Medan,Teknologi
U1071,50,L,Balikpapan,Game
U1072,43,L,Malang,Teknologi
U1073,46,L,Makassar,Musik
U1074,72,L,Surabaya,Otomotif
U1075,18,L,Balikpapan,Travel
U1076,60,L,Bandung,Olahraga
U1077,48,L,Manado,Musik
U1078,59,L,Surabaya,Kuliner
U1079,24,L,Tangerang,Travel
U1080,35,L,Bandung,Game
U1081,30,L,Samarinda,Fashion
U1082,22,L,Jakarta,Musik
U1083,36,L,Depok,Travel
U1084,18,P,Malang,Kuliner
U1085,79,L,Makassar,Fashion
U1086,70,L,Medan,Edukasi
U1087,30,L,Medan,Fashion
U1088,55,L,Malang,Travel
U1089,22,P,Medan,Game
U1090,47,P,Manado,Fashion
U1091,69,P,Samarinda,Musik
U1092,33,L,Jakarta,Edukasi
U1093,45,L,Manado,Fashion
U1094,79,P,Balikpapan,Kuliner
U1095,29,L,Balikpapan,Kuliner
U1096,66,L,Pontianak,Otomotif
U1097,34,L,Medan,Film
U1098,64,L,Medan,Musik
U1099,72,L,Padang,Game
U1100,40,P,Balikpapan,Otomotif
U1101,35,P,Manado,Olahraga
U1102,58,P,Bandung,Travel
U1103,36,P,Palembang,Teknologi
U1104,71,L,Makassar,Film
U1105,29,P,Samarinda,Olahraga
U1106,38,P,Yogyakarta,Teknologi
U1107,28,L,Balikpapan,Otomotif
U1108,17,L,Bogor,Otomotif
U1109,41,L,Batam,Olahraga
U1110,35,L,Malang,Teknologi
U1111,57,L,Makassar,Otomotif
U1112,61,P,Manado,Musik
U1113,72,L,Pontianak,Travel
U1114,47,L,Depok,Musik
U1115,35,L,Balikpapan,Olahraga
U1116,78,P,Balikpapan,Teknologi
U1117,48,P,Bogor,Teknologi
U1118,28,P,Samarinda,Film
U1119,26,P,Medan,Otomotif
U1120,30,P,Manado,Teknologi
U1121,70,P,Bekasi,Fashion
U1122,51,L,Padang,Game
U1123,50,L,Manado,Game
U1124,76,L,Medan,Kuliner
U1125,49,P,Denpasar,Edukasi
U1126,30,P,Malang,Fashion
U1127,28,L,Jakarta,Fashion
U1128,47,P,Manado,Olahraga
U1129,66,L,Denpasar,Otomotif
U1130,64,P,Bekasi,Otomotif
U1131,28,P,Batam,Travel
U1132,21,L,Tangerang,Travel
U1133,51,P,Semarang,Otomotif
U1134,70,L,Semarang,Olahraga
U1135,42,P,Medan,Olahraga
U1136,34,P,Batam,Kuliner
U1137,51,L,Pontianak,Edukasi
U1138,65,P,Bandung,Olahraga
U1139,35,P,Batam,Musik
U1140,32,P,Samarinda,Film
U1141,31,P,Malang,Game
U1142,36,P,Jakarta,Game
U1143,78,L,Bogor,Edukasi
U1144,22,L,Tangerang,Game
U1145,32,P,Tangerang,Fashion
U1146,30,L,Denpasar,Otomotif
U1147,61,L,Pontianak,Game
U1148,47,L,Samarinda,Fashion
U1149,68,L,Denpasar,Film
U1150,21,L,Palembang,Musik
U1151,34,P,Samarinda,Kuliner
U1152,78,L,Yogyakarta,Travel
U1153,49,P,Bekasi,Otomotif
U1154,41,P,Balikpapan,Film
U1155,80,P,Yogyakarta,Kuliner
U1156,43,L,Denpasar,Fashion
U1157,54,P,Surabaya,Edukasi
U1158,55,L,Medan,Edukasi
U1159,38,P,Malang,Olahraga
U1160,49,L,Medan,Game
U1161,36,P,Padang,Game
U1162,42,L,Bekasi,Travel
U1163,71,P,Surabaya,Kuliner
U1164,21,L,Semarang,Travel
U1165,47,P,Depok,Travel
U1166,64,L,Bandung,Kuliner
U1167,65,L,Bogor,Travel
U1168,36,L,Samarinda,Film
U1169,69,P,Surabaya,Teknologi
U1170,56,L,Padang,Musik
U1171,60,P,Padang,Edukasi
U1172,42,P,Batam,Game
U1173,47,P,Bekasi,Olahraga
U1174,23,L,Denpasar,Film
U1175,80,L,Bogor,Travel
U1176,24,P,Medan,Olahraga
U1177,70,P,Jakarta,Otomotif
U1178,63,P,Manado,Edukasi
U1179,16,L,Makassar,Otomotif
U1180,46,L,Samarinda,Kuliner
U1181,41,P,Manado,Kuliner
U1182,31,P,Balikpapan,Teknologi
U1183,21,L,Tangerang,Game
U1184,27,L,Makassar,Travel
U1185,53,P,Malang,Teknologi
U1186,20,P,Jakarta,Olahraga
U1187,51,P,Balikpapan,Edukasi
U1188,26,P,Samarinda,Teknologi
U1189,42,P,Batam,Travel
U1190,73,P,Tangerang,Fashion
U1191,25,L,Bandung,Travel
U1192,37,L,Bandung,Game
U1193,72,L,Surabaya,Edukasi
U1194,43,L,Bandung,Olahraga
U1195,17,L,Depok,Musik
U1196,74,L,Jakarta,Edukasi
U1197,31,L,Palembang,Fashion
U1198,20,P,Palembang,Kuliner
U1199,73,L,Pontianak,Musik
U1200,49,L,Tangerang,Otomotif
U1201,25,P,Makassar,Teknologi
U1202,64,P,Depok,Edukasi
U1203,40,L,Bandung,Musik
U1204,66,L,Bekasi,Game
U1205,52,P,Pontianak,Edukasi
U1206,65,P,Bandung,Travel
U1207,25,L,Padang,Olahraga
U1208,25,L,Bekasi,Kuliner
U1209,50,P,Bekasi,Olahraga
U1210,45,L,Semarang,Film
U1211,53,P,Jakarta,Edukasi
U1212,79,L,Semarang,Kuliner
U1213,21,L,Bekasi,Game
U1214,48,L,Denpasar,Travel
U1215,39,P,Semarang,Game
U1216,63,L,Jakarta,Teknologi
U1217,17,P,Balikpapan,Travel
U1218,64,P,Padang,Film
U1219,58,P,Yogyakarta,Teknologi
U1220,37,P,Bekasi,Teknologi
U1221,64,L,Pontianak,Teknologi
U1222,43,P,Surabaya,Travel
U1223,56,P,Makassar,Edukasi
U1224,77,L,Samarinda,Edukasi
U1225,62,P,Surabaya,Kuliner
U1226,66,L,Tangerang,Film
U1227,72,P,Padang,Film
U1228,28,L,Jakarta,Game
U1229,69,P,Manado,Kuliner
U1230,16,L,Surabaya,Otomotif
U1231,50,L,Padang,Otomotif
U1232,17,L,Balikpapan,Game
U1233,72,L,Bogor,Olahraga
U1234,57,P,Bandung,Teknologi
U1235,41,P,Bandung,Edukasi
U1236,21,L,Samarinda,Musik
U1237,30,L,Tangerang,Edukasi
U1238,21,L,Samarinda,Travel
U1239,73,P,Denpasar,Game
U1240,65,L,Samarinda,Game
U1241,48,L,Bogor,Otomotif
U1242,60,P,Padang,Edukasi
U1243,62,P,Makassar,Edukasi
U1244,27,P,Balikpapan,Musik
U1245,67,P,Bekasi,Edukasi
U1246,57,L,Semarang,Travel
U1247,58,L,Palembang,Olahraga
U1248,66,P,Bogor,Teknologi
U1249,60,P,Manado,Teknologi
U1250,47,P,Medan,Otomotif
U1251,37,L,Surabaya,Teknologi
U1252,79,L,Denpasar,Olahraga
U1253,62,L,Bogor,Otomotif
U1254,53,P,Bekasi,Travel
U1255,43,L,Pontianak,Travel
U1256,80,P,Tangerang,Musik
U1257,19,P,Medan,Teknologi
U1258,73,L,Medan,Kuliner
U1259,51,L,Balikpapan,Edukasi
U1260,60,P,Denpasar,Olahraga
U1261,65,P,Bogor,Teknologi
U1262,36,L,Yogyakarta,Game
U1263,68,L,Batam,Musik
U1264,65,L,Padang,Musik
U1265,63,P,Samarinda,Kuliner
U1266,61,P,Bandung,Game
U1267,59,P,Semarang,Fashion
U1268,56,P,Palembang,Fashion
U1269,43,L,Palembang,Musik
U1270,24,L,Bogor,Musik
U1271,78,P,Samarinda,Fashion
U1272,47,L,Palembang,Teknologi
U1273,35,P,Palembang,Game
U1274,18,P,Malang,Game
U1275,52,P,Bandung,Film
U1276,27,P,Semarang,Game
U1277,79,P,Padang,Otomotif
U1278,55,L,Batam,Fashion
U1279,25,L,Medan,Travel
U1280,38,L,Balikpapan,Fashion
U1281,74,P,Palembang,Musik
U1282,50,P,Jakarta,Otomotif
U1283,73,P,Samarinda,Edukasi
U1284,50,P,Semarang,Fashion
U1285,26,P,Batam,Edukasi
U1286,34,L,Bandung,Film
U1287,32,P,Samarinda,Musik
U1288,64,L,Malang,Film
U1289,55,P,Surabaya,Otomotif
U1290,78,L,Jakarta,Fashion
U1291,57,L,Bandung,Travel
U1292,22,P,Semarang,Kuliner
U1293,16,L,Depok,Olahraga
U1294,37,P,Denpasar,Edukasi
U1295,33,L,Tangerang,Musik
U1296,28,L,Padang,Travel
U1297,44,P,Makassar,Kuliner
U1298,66,P,Palembang,Film
U1299,79,L,Yogyakarta,Film
U1300,58,P,Tangerang,Teknologi
U1301,54,L,Medan,Kuliner
U1302,73,L,Makassar,Game
U1303,73,L,Malang,Film
U1304,79,P,Padang,Musik
U1305,73,P,Yogyakarta,Kuliner
U1306,25,P,Padang,Teknologi
U1307,26,L,Yogyakarta,Teknologi
U1308,42,P,Yogyakarta,Otomotif
U1309,55,P,Surabaya,Otomotif
U1310,18,P,Depok,Olahraga
U1311,72,L,Yogyakarta,Film
U1312,51,L,Surabaya,Otomotif
U1313,58,P,Medan,Teknologi
U1314,22,P,Bekasi,Kuliner
U1315,57,L,Surabaya,Fashion
U1316,70,P,Padang,Fashion
U1317,35,P,Tangerang,Travel
U1318,77,L,Palembang,Teknologi
U1319,59,L,Yogyakarta,Fashion
U1320,74,P,Bekasi,Teknologi
U1321,65,L,Bogor,Game
U1322,21,L,Depok,Olahraga
U1323,38,P,Padang,Fashion
U1324,28,P,Depok,Musik
U1325,58,P,Depok,Musik
U1326,50,L,Jakarta,Film
U1327,42,P,Batam,Travel
U1328,73,L,Malang,Edukasi
U1329,36,P,Bekasi,Olahraga
U1330,74,L,Balikpapan,Fashion
U1331,55,P,Balikpapan,Film
U1332,75,L,Padang,Fashion
U1333,38,L,Manado,Musik
U1334,71,P,Medan,Film
U1335,55,P,Medan,Fashion
U1336,26,P,Tangerang,Film
U1337,73,P,Depok,Otomotif
U1338,35,P,Bogor,Kuliner
U1339,73,P,Samarinda,Teknologi
U1340,18,P,Yogyakarta,Fashion
U1341,38,P,Bogor,Kuliner
U1342,70,L,Manado,Edukasi
U1343,40,P,Palembang,Kuliner
U1344,69,P,Surabaya,Game
U1345,78,L,Manado,Film
U1346,48,P,Yogyakarta,Film
U1347,43,L,Padang,Fashion
U1348,80,L,Pontianak,Olahraga
U1349,78,L,Palembang,Kuliner
U1350,34,P,Yogyakarta,Musik
U1351,80,L,Bogor,Kuliner
U1352,51,P,Manado,Edukasi
U1353,38,P,Palembang,Travel
U1354,50,P,Bandung,Musik
U1355,37,P,Medan,Musik
U1356,73,P,Padang,Edukasi
U1357,20,L,Bogor,Film
U1358,22,L,Malang,Game
U1359,49,P,Denpasar,Edukasi
U1360,41,P,Denpasar,Kuliner
U1361,21,P,Batam,Musik
U1362,68,L,Jakarta,Travel
U1363,52,P,Medan,Otomotif
U1364,57,P,Manado,Game
U1365,62,P,Semarang,Otomotif
U1366,60,P,Surabaya,Travel
U1367,37,L,Tangerang,Travel
U1368,46,L,Semarang,Olahraga
U1369,42,L,Jakarta,Kuliner
U1370,60,L,Bekasi,Kuliner
U1371,67,L,Medan,Kuliner
U1372,21,P,Pontianak,Edukasi
U1373,16,P,Tangerang,Game
U1374,67,P,Jakarta,Otomotif
U1375,19,P,Padang,Kuliner
U1376,22,P,Makassar,Travel
U1377,75,P,Surabaya,Travel
U1378,21,P,Malang,Otomotif
U1379,28,L,Yogyakarta,Travel
U1380,43,L,Semarang,Olahraga
U1381,33,P,Bandung,Kuliner
U1382,30,P,Yogyakarta,Musik
U1383,44,L,Pontianak,Otomotif
U1384,76,P,Samarinda,Kuliner
U1385,29,L,Batam,Fashion
U1386,50,L,Balikpapan,Teknologi
U1387,26,P,Jakarta,Kuliner
U1388,32,P,Pontianak,Film
U1389,73,L,Malang,Olahraga
U1390,31,P,Malang,Otomotif
U1391,38,L,Palembang,Olahraga
U1392,58,L,Samarinda,Travel
U1393,30,P,Padang,Olahraga
U1394,27,P,Manado,Olahraga
U1395,34,L,Yogyakarta,Kuliner
U1396,65,L,Pontianak,Edukasi
U1397,24,P,Medan,Olahraga
U1398,17,L,Depok,Musik
U1399,61,L,Pontianak,Teknologi
U1400,74,P,Pontianak,Teknologi
U1401,66,L,Malang,Olahraga
U1402,28,P,Samarinda,Edukasi
U1403,43,L,Bekasi,Kuliner
U1404,60,P,Bekasi,Game
U1405,73,P,Padang,Film
U1406,63,P,Batam,Game
U1407,61,L,Jakarta,Musik
U1408,80,L,Medan,Film
U1409,50,P,Bekasi,Otomotif
U1410,74,P,Padang,Travel
U1411,37,L,Malang,Game
U1412,27,P,Jakarta,Musik
U1413,56,P,Balikpapan,Fashion
U1414,26,P,Depok,Musik
U1415,70,L,Bogor,Film
U1416,21,P,Palembang,Musik
U1417,28,P,Balikpapan,Game
U1418,52,P,Padang,Fashion
U1419,30,L,Surabaya,Olahraga
U1420,63,P,Makassar,Olahraga
U1421,65,L,Malang,Otomotif
U1422,67,P,Bandung,Olahraga
U1423,19,L,Denpasar,Kuliner
U1424,35,P,Denpasar,Kuliner
U1425,27,L,Balikpapan,Musik
U1426,60,P,Yogyakarta,Fashion
U1427,28,P,Bekasi,Fashion
U1428,56,P,Yogyakarta,Musik
U1429,35,P,Pontianak,Film
U1430,77,P,Semarang,Fashion
U1431,71,L,Jakarta,Edukasi
U1432,66,L,Yogyakarta,Teknologi
U1433,46,L,Medan,Game
U1434,52,P,Semarang,Game
U1435,41,P,Jakarta,Teknologi
U1436,59,L,Surabaya,Teknologi
U1437,63,P,Semarang,Edukasi
U1438,35,L,Semarang,Game
U1439,25,P,Tangerang,Olahraga
U1440,18,P,Palembang,Otomotif
U1441,73,P,Malang,Otomotif
U1442,74,L,Bandung,Edukasi
U1443,46,L,Depok,Game
U1444,65,L,Manado,Teknologi
U1445,52,P,Tangerang,Musik
U1446,70,L,Batam,Otomotif
U1447,40,P,Yogyakarta,Film
U1448,72,L,Malang,Teknologi
U1449,56,P,Samarinda,Fashion
U1450,50,L,Padang,Teknologi
U1451,62,P,Pontianak,Otomotif
U1452,70,P,Manado,Teknologi
U1453,75,P,Yogyakarta,Game
U1454,57,P,Bekasi,Edukasi
U1455,63,P,Balikpapan,Game
U1456,17,P,Bogor,Fashion
U1457,31,P,Malang,Teknologi
U1458,78,P,Surabaya,Fashion
U1459,32,L,Malang,Kuliner
U1460,71,P,Balikpapan,Kuliner
U1461,65,L,Bogor,Musik
U1462,16,P,Surabaya,Travel
U1463,66,L,Palembang,Edukasi
U1464,59,L,Medan,Fashion
U1465,47,P,Tangerang,Edukasi
U1466,40,P,Bekasi,Edukasi
U1467,65,L,Denpasar,Musik
U1468,28,L,Palembang,Musik
U1469,31,P,Malang,Travel
U1470,72,L,Denpasar,Travel
U1471,77,L,Manado,Olahraga
U1472,77,P,Depok,Film
U1473,42,P,Denpasar,Fashion
U1474,51,P,Tangerang,Game
U1475,51,P,Yogyakarta,Teknologi
U1476,36,L,Bandung,Kuliner
U1477,69,P,Malang,Kuliner
U1478,39,L,Makassar,Otomotif
U1479,70,L,Malang,Fashion
U1480,43,P,Batam,Edukasi
U1481,64,L,Manado,Film
U1482,27,P,Malang,Travel
U1483,31,L,Manado,Olahraga
U1484,42,P,Batam,Olahraga
U1485,68,L,Pontianak,Travel
U1486,19,P,Jakarta,Edukasi
U1487,69,L,Denpasar,Travel
U1488,56,L,Bandung,Olahraga
U1489,64,L,Batam,Fashion
U1490,48,L,Semarang,Teknologi
U1491,36,L,Manado,Edukasi
U1492,60,L,Balikpapan,Game
U1493,31,L,Denpasar,Teknologi
U1494,56,P,Batam,Kuliner
U1495,71,L,Malang,Game
U1496,19,L,Bandung,Fashion
U1497,71,P,Medan,Travel
U1498,30,L,Denpasar,Musik
U1499,31,L,Depok,Edukasi
U1500,19,P,Bandung,Fashion
U1501,74,L,Bogor,Edukasi
U1502,45,L,Surabaya,Fashion
U1503,80,P,Tangerang,Travel
U1504,20,P,Medan,Olahraga
U1505,49,L,Yogyakarta,Teknologi
U1506,58,L,Padang,Musik
U1507,30,P,Bandung,Film
U1508,60,L,Bandung,Game
U1509,55,L,Bogor,Travel
U1510,71,P,Depok,Kuliner
U1511,24,L,Pontianak,Edukasi
U1512,37,P,Balikpapan,Fashion
U1513,26,P,Surabaya,Edukasi
U1514,69,L,Balikpapan,Olahraga
U1515,21,P,Samarinda,Teknologi
U1516,43,L,Balikpapan,Travel
U1517,37,L,Manado,Musik
U1518,75,P,Pontianak,Kuliner
U1519,17,L,Padang,Fashion
U1520,67,L,Denpasar,Teknologi
U1521,23,L,Bogor,Fashion
U1522,49,P,Medan,Musik
U1523,29,L,Manado,Edukasi
U1524,37,P,Manado,Game
U1525,25,L,Denpasar,Film
U1526,39,L,Palembang,Otomotif
U1527,28,L,Malang,Edukasi
U1528,73,L,Palembang,Fashion
U1529,47,L,Batam,Fashion
U1530,21,L,Bogor,Travel
U1531,30,P,Denpasar,Otomotif
U1532,43,P,Denpasar,Game
U1533,42,L,Manado,Fashion
